,ReviewBody,ReviewStar,sentiment
5776,"Clarity outstanding... Actual hearing experience is here. JBL at it's best and bass ..sound clarity rocking got it for 2k and same day delivery through prime membership ..What else you need ..mic ;volume rocker button ..long press volume rocker to change the songs ...pairs in a minute (takes some time for initial setup ) go for it ...
",4,2
12465,"I like this earphones; preety fashionable and high quality sound but one day this earphone got dropped from me and this lead to defect in their magnets and sounds quality.
",4,2
3577,"It sometimes automatically gets disconnected. Sound quality is good but you need to work on the disconnecting issue
",4,2
12466,"The sound quality isn't as good as jbl should have. The comnectivity too could have been better. For calls;u need to be near the mouth piece.so a better product can be researched in market
",4,2
2516,"It can be suitable to anyone. quality is better.But when you raiding bike with t-shirt it is deficult to carry.you have to check very time only default.
",4,2
3538,"I bought it on Dec 20th.... Nt even 4mnths it got repaired.......got disappointed with dis..... Nt worth fr money 🙁
",4,2
733,"It has got enough bass and good sound clarity.battery last photo 6hrs;but for chatting it takes around 2.15 hrs.hurts your years if use it continues for more than 1.5 hrs.good for jogging and workout;.But dont use it in busy roads cause you cant hear most of the things happen ing outside once you plug in them
",4,2
770,"Works well normally. But every now and then the sound goes quiet for a second and then becomes loud. Some software glitch
",4,2
5786,"I would have given 5 stars however; please find below my reviews.At first i was very skeptical to buy this earphone after reading mixed reviews. Since i needed a budget earphone i went and booked this. My first impression in regular usage was awesome. Sound quality and bass impressed me a lot. Definitely for regular music lovers this is the best buy and more than worth the money. I am taking away 1 star because i do lot of cardio (running) and because of music control the earphone tries to get pulled because of the weight and its really annoying. Music control is definitely big and heavy. I have tried cardio on threadmill and never tried on road. As of now batter backup is good. I will revisit this review after couple of days usage.
",4,2
3578,"Sound quality is good but the battery life is a disappointment. Just keep a power bank with you if using on a trip.
",4,2
5690,"Best in class...Worth for money
",4,2
6486,"Good
",4,2
3531,"Battery backup is good...
",4,2
12809,"Nice product; value of money. Sounds quality is good. Only need more battery backup.
",4,2
728,"I got it at a for 999 and for this price it is a beast.ProsVery good clarity of sound and bass and treble are also goodBattery life at full volume is approx 5 hoursGood built qualityConnectivity is awesomeMic is decent not goodCons.Bud could become a problem as it is not upto the mark.
",4,2
2210,"Great bass sounds quality are also good. Bass is too high. Battery backup is good (upto 6hrs with usage). Super flexible neck band
",4,2
5675,"V nice listen to music;iam Satisfied with this.
",4,2
2502,"Sound quality average but build quality awesome.
",4,2
5673,"Nice one.But it could be better
",4,2
2555,"Great product ever
",4,2
3222,"Very nice product; but sometimes voice was getting low; overall good product
",4,2
2503,"Mic is not upto the mark... The voice seems far for the person on other side.. voice is not clear also.. but best to hear music
",4,2
12800,"Please look into the radiation emerges from the bluetooth headset as most of the manufacturers doesn't consider this.
",4,2
12441,"Thanks to Amazon.Good sound quality.Bass and treble are well balanced. Perfect sound quality. Best ever I have heard till now. Even better than Sony; which lacks in crystal sound due to overpowered bass.Battery would have been better. But; the battery does not often charge due to some loose connection in the charging unit. I have to drop the full set on the floor thrice; so that the battery regains its charging capacity again.
",4,2
726,"Sound quality as expected from boat is awesome. but lower sound then other brand. the biggest problem i am facing with is connecting with dual devices. while connected with a phone and a laptop it takes time to switch from one device to other and you can receive calls while connected to duel devices. rest everything is fine.
",4,2
5808,"The earphones are comfortable n stay well in the ears. The sound quality is good however the noise cancelling is not there
",4,2
5809,"Sound quality is excellent.Bass is medium.Easy of use.May not suitable for some ears.So try it before buying.Battery backup averageIf you are bass lover it's not for you.If you are real music lover its just for you.I Got it for 1800₹. check frequently for lighting deal.
",4,2
14313,"Sound quality is good; build is good but bass is very low; surely not pure bass.
",4,2
14138,"Either all comments are fake; or this dealer is providing fake product; I purchased them from croma; and they are base headed; base is very much balanced;👌only voice is decent quality; not too loud but; not JBL type; but people are saying trebble is too much; how can they give this review. They are best under 2200.
",4,2
3527,"Sounds quality needs to improve; rest things are good.
",4,2
3528,"All is good about it. But dont buy it if you wanna play games using wireless. There is delay in sound while playing games like pubg.
",4,2
6546,"Good Sound quality  and Easy to Connect  ☺
",4,2
14314,"Good but could be better
",4,2
6482,"Good product
",4,2
6481,"Nice product
",4,2
14108,"These earphones are really good works great and even the sound quality is very good. Value for money product..
",4,2
